product_id,brand,model,model_number,company,product_name,series,processor,graphics_processor,dedicated_graphics,ram_gb,base_clock_ghz,cache,storage_description,storage_gb,storage_type,screen_size_inch,resolution,resolution_width,resolution_height,resolution_pixels,weight_kg,dimensions,length_mm,width_mm,thickness_mm,operating_system,wifi,bluetooth_version,number_of_usb_ports,usb_port_description,usb_2_count,usb_3_count,usb_total_parsed,touch_screen,fingerprint_sensor,internal_mic,pointer_device,battery_cell,colour,mic_in,speakers,multi_card_slot,rj45_lan,hdmi_port,ethernet,price_inr,rating_score,total_ratings,rating_1_pct,rating_2_pct,rating_3_pct,rating_4_pct,rating_5_pct,product_type,id,text,touchpad
LAP_b09a3f79facf,Lenovo,IdeaPad Y510P,Y510P,lenovo,"Lenovo Ideapad Y510P Laptop (8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",IdeaPad,Intel Core i7 4700MQ,,,8.0,2.4,,1TB,8.0,HDD,15.6,,,,,2.9,386.00 x 259.00 x 36.00,386.0,259.0,36.0,Windows 8.1,802.11 b/g/n,,3,,0,0,,False,False,,,,Dusk Black,,,,,,,89133.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_b09a3f79facf,"Brand: Lenovo. Model: IdeaPad Y510P. Product: Lenovo Ideapad Y510P Laptop (8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch). Processor: Intel Core i7 4700MQ. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.9 kg. Price: ₹89133.0.",
LAP_d98da5a513f8,Dell,Latitude 3180,3180,dell,"Dell Latitude 3180 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Celeron, Black, 11.6 inch)",Latitude,Intel Celeron Dual Core N3350,,,4.0,1.1,,128GB,4.0,HDD,11.6,,,,,2.1,,,,,Windows 10,,,3,,0,0,,False,False,Yes,,,Black,,,,,Standard,,25500.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_d98da5a513f8,"Brand: Dell. Model: Latitude 3180. Product: Dell Latitude 3180 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Celeron, Black, 11.6 inch). Processor: Intel Celeron Dual Core N3350. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 11.6 inches. Weight: 2.1 kg. Price: ₹25500.0.",
LAP_6c095b450928,Dell,Inspiron 5545-3750SLV,5545-3750SLV,dell,"Dell Inspiron 5545-3750SLV Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",Inspiron,Intel Core i5 7300,,,8.0,1.9,,1TB,8.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.1,,,,,Windows 8.1,802.11 b/g/n,,3,,0,0,,False,False,,,,Silver,,,,,,,58502.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_6c095b450928,"Brand: Dell. Model: Inspiron 5545-3750SLV. Product: Dell Inspiron 5545-3750SLV Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch). Processor: Intel Core i5 7300. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹58502.0.",
LAP_3166334a9701,Asus,NB X510UA-EJ1070T,NB X510UA-EJ1070T,asus,"Asus NB X510UA-EJ1070T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Champagne, 15.6 inch)",,Intel Core i3,,,4.0,2.2,,1TB,4.0,HDD,15.6,,,,,2.58,50.90 x 30.20 x 6.30,50.9,30.2,6.3,Windows 10,,,3,,0,0,,False,False,,,2.0,Champagne,,,,,,,33200.0,3.43,68.0,26.0,6.0,7.0,21.0,40.0,laptop,LAP_3166334a9701,"Brand: Asus. Model: NB X510UA-EJ1070T. Product: Asus NB X510UA-EJ1070T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Champagne, 15.6 inch). Processor: Intel Core i3. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.58 kg. Price: ₹33200.0. Rating: 3.43 out of 5.",
LAP_4f5116fa547c,Dell,Latitude 3590,3590,dell,"Dell Latitude 3590 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i3, Black, 15.6 inch)",Latitude,Intel Core i3 7130U,,,8.0,2.7,,No,8.0,HDD,15.6,,,,,2.0,50.80 x 257.00 x 37.80,50.8,257.0,37.8,Windows 10,,,3,,0,0,,False,False,,,,Black,,,,,,,115463.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_4f5116fa547c,"Brand: Dell. Model: Latitude 3590. Product: Dell Latitude 3590 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i3, Black, 15.6 inch). Processor: Intel Core i3 7130U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.0 kg. Price: ₹115463.0.",
LAP_b420631454a3,Lenovo,ThinkPad L450,L450,lenovo,"Lenovo Thinkpad L450 Laptop (Windows 8 Pro, 4GB RAM, 500GB HDD, Intel Core i5, Black)",ThinkPad,Intel Core i5 5200U,Intel HD Graphics,False,4.0,2.13,,500GB,4.0,HDD,,,,,,2.1,,,,,Windows 8 Professional,,,3,,0,0,,False,False,,,6.0,Black,,,,,,,39900.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_b420631454a3,"Brand: Lenovo. Model: ThinkPad L450. Product: Lenovo Thinkpad L450 Laptop (Windows 8 Pro, 4GB RAM, 500GB HDD, Intel Core i5, Black). Processor: Intel Core i5 5200U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel HD Graphics. Dedicated graphics: No. Weight: 2.1 kg. Price: ₹39900.0.",
LAP_f188ae2068e2,Asus,ChromeBook Flip C101PA-DS04,C101PA-DS04,asus,"Asus Chromebook Flip C101PA-DS04 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Quad Core, Silver, 10.1 inch)",ChromeBook Flip,Intel APU Quad Core,,,4.0,2.16,,32GB,4.0,HDD,10.1,1280x800 pixels,1280.0,800.0,1024000.0,2.1,264.16 x 182.88 x 15.24,264.16,182.88,15.24,Chrome OS,802.11 ac,,3,,0,0,,False,False,,,2.0,Silver,,,,,,,71674.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_f188ae2068e2,"Brand: Asus. Model: ChromeBook Flip C101PA-DS04. Product: Asus Chromebook Flip C101PA-DS04 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Quad Core, Silver, 10.1 inch). Processor: Intel APU Quad Core. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 10.1 inches. Weight: 2.1 kg. Price: ₹71674.0.",
LAP_a98faac5c213,Lenovo,ThinkPad E550,E550,lenovo,"Lenovo Thinkpad E550 Laptop (4GB RAM, 500GB HDD, Intel Core i7, Black, 15.6 inch)",ThinkPad,Intel Core i7 5200U,,,4.0,2.2,,500GB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,3.33,,,,,,,,3,,0,0,,False,False,,,6.0,Black,,,,,,,135310.0,3.98,50.0,18.0,0.0,2.0,26.0,54.0,laptop,LAP_a98faac5c213,"Brand: Lenovo. Model: ThinkPad E550. Product: Lenovo Thinkpad E550 Laptop (4GB RAM, 500GB HDD, Intel Core i7, Black, 15.6 inch). Processor: Intel Core i7 5200U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 3.33 kg. Price: ₹135310.0. Rating: 3.98 out of 5.",
LAP_02f3d829edd3,Lenovo,B0725WZ7JK,B0725WZ7JK,lenovo,"Lenovo B0725WZ7JK Laptop (Windows 10, 6GB RAM, Intel Pentium, Black, 15.6 inch)",,Intel Pentium Dual Core,,,6.0,2.16,,No,6.0,,15.6,,,,,2.2,381.00 x 259.00 x 23.00,381.0,259.0,23.0,Windows 10,802.11 ac,,3,,0,0,,False,False,,,4.0,Black,,,,,,,54685.0,3.74,33.0,21.0,3.0,12.0,9.0,55.0,laptop,LAP_02f3d829edd3,"Brand: Lenovo. Model: B0725WZ7JK. Product: Lenovo B0725WZ7JK Laptop (Windows 10, 6GB RAM, Intel Pentium, Black, 15.6 inch). Processor: Intel Pentium Dual Core. RAM: 6.0 GB. Storage capacity: 6.0 GB. Screen size: 15.6 inches. Weight: 2.2 kg. Price: ₹54685.0. Rating: 3.74 out of 5.",
LAP_a7ef62ba64bc,Asus,VivoBook E203NA-DH02,E203NA-DH02,asus,"Asus Vivobook E203NA-DH02 Laptop (Windows 10, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",VivoBook,Intel Celeron Dual Core N3350,,,4.0,2.16,,No,4.0,HDD,11.6,,,,,0.9,287.00 x 193.00 x 45.72,287.0,193.0,45.72,Windows 10 Home,,,3,,0,0,,False,False,,,3.0,Black,,,,,,,69567.0,3.29,55.0,29.0,5.0,9.0,20.0,36.0,laptop,LAP_a7ef62ba64bc,"Brand: Asus. Model: VivoBook E203NA-DH02. Product: Asus Vivobook E203NA-DH02 Laptop (Windows 10, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch). Processor: Intel Celeron Dual Core N3350. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 11.6 inches. Weight: 0.9 kg. Price: ₹69567.0. Rating: 3.29 out of 5.",
LAP_172297aa030e,Asus,VivoBook F510UA,F510UA,asus,"Asus Vivobook F510UA Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Midnight Blue, 15.6 inch)",VivoBook,Intel Core i5,,,8.0,2.16,,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.68,,,,,Windows 10,,,3,,0,0,,False,False,,,,Midnight Blue,,,,,,,68356.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_172297aa030e,"Brand: Asus. Model: VivoBook F510UA. Product: Asus Vivobook F510UA Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Midnight Blue, 15.6 inch). Processor: Intel Core i5. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 1.68 kg. Price: ₹68356.0.",Yes
LAP_17d912e2a948,Asus,X542BA-GQ024T,X542BA-GQ024T,asus,"Asus X542BA-GQ024T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Dual Core, Grey, 15.6 inch)",,,,,4.0,2.16,,500GB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.5,380.00 x 251.00 x 23.00,380.0,251.0,23.0,Windows 10,802.11 b/g/n,,3,,0,0,,False,False,,,,Grey,,,,,,,25108.0,3.13,7.0,29.0,0.0,14.0,43.0,14.0,laptop,LAP_17d912e2a948,"Brand: Asus. Model: X542BA-GQ024T. Product: Asus X542BA-GQ024T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Dual Core, Grey, 15.6 inch). RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.5 kg. Price: ₹25108.0. Rating: 3.13 out of 5.",
LAP_a177d985c73e,HP,15-AC043TU,15-AC043TU,hp,"HP 15-AC043TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,Intel Core i3 4005U,,,4.0,1.7,,1TB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.1,,,,,DOS,,,3,,0,0,,False,False,,,4.0,Silver,,,,,,,23990.0,3.0,3.0,0.0,33.0,33.0,33.0,0.0,laptop,LAP_a177d985c73e,"Brand: HP. Model: 15-AC043TU. Product: HP 15-AC043TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch). Processor: Intel Core i3 4005U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹23990.0. Rating: 3.0 out of 5.",
LAP_13b39f613d7b,Dell,G3 15 3579,G3 15 3579,dell,"Dell G3 15 3579 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,Intel Core i7 8750H,,,8.0,2.16,,No,8.0,HDD,15.6,,,,,2.53,50.80 x 34.90 x 7.60,50.8,34.9,7.6,Windows 10,802.11 ac,,3,,0,0,,False,False,,,,Black,,,,,,,65990.0,4.19,86.0,9.0,5.0,6.0,19.0,62.0,laptop,LAP_13b39f613d7b,"Brand: Dell. Model: G3 15 3579. Product: Dell G3 15 3579 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch). Processor: Intel Core i7 8750H. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.53 kg. Price: ₹65990.0. Rating: 4.19 out of 5.",
LAP_43276d4341f3,Asus,VivoBook Max X541NA-GO125T,Max X541NA-GO125T,asus,"Asus Vivobook Max X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Grey, 15.6 inch)",VivoBook,Intel Pentium Dual Core 7th Gen N4200,,,4.0,1.1,,1TB,4.0,HDD,15.6,,,,,2.0,,,,,Windows 10,,,3,,0,0,,False,False,,,4.0,Grey,,,,,,,21000.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_43276d4341f3,"Brand: Asus. Model: VivoBook Max X541NA-GO125T. Product: Asus Vivobook Max X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Grey, 15.6 inch). Processor: Intel Pentium Dual Core 7th Gen N4200. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.0 kg. Price: ₹21000.0.",
LAP_78948cd528ba,Acer,Switch Alpha 12-SA5-271-31U2,Alpha 12-SA5-271-31U2,acer,"Acer Switch Alpha 12-SA5-271-31U2 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 12 inch)",Switch,Intel Core i3 6100U,,,4.0,2.16,,No,4.0,HDD,12.0,,,,,1.25,292.00 x 201.00 x 38.10,292.0,201.0,38.1,Windows 10,802.11 ac,,3,,0,0,,False,False,,,,Black,,,,,,,70186.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_78948cd528ba,"Brand: Acer. Model: Switch Alpha 12-SA5-271-31U2. Product: Acer Switch Alpha 12-SA5-271-31U2 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 12 inch). Processor: Intel Core i3 6100U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 12.0 inches. Weight: 1.25 kg. Price: ₹70186.0.",
LAP_afe4508c4d88,Acer,A515-51-5398,A515-51-5398,acer,"Acer A515-51-5398 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,Intel Core i5 8250U,,,8.0,2.16,,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.2,264.00 x 132.08 x 20.00,264.0,132.08,20.0,Windows 10,,,3,,0,0,,False,False,,,3.0,Black,,,,,,,138101.0,1.0,,100.0,0.0,0.0,0.0,0.0,laptop,LAP_afe4508c4d88,"Brand: Acer. Model: A515-51-5398. Product: Acer A515-51-5398 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.2 kg. Price: ₹138101.0. Rating: 1.0 out of 5.",
LAP_0fa3f00af042,Lenovo,Flex 5 1570,5 1570,lenovo,"Lenovo Flex 5 1570 Laptop (8GB RAM, 256GB HDD, Intel Core i5, Black)",Flex,Intel Core i5,,,8.0,2.16,,No,8.0,HDD,15.6,,,,,3.33,54.60 x 34.90 x 8.90,54.6,34.9,8.9,Windows 10,,,3,,0,0,,False,False,,,3.0,Onyx Black,,,,,,,123012.0,4.0,,0.0,0.0,0.0,100.0,0.0,laptop,LAP_0fa3f00af042,"Brand: Lenovo. Model: Flex 5 1570. Product: Lenovo Flex 5 1570 Laptop (8GB RAM, 256GB HDD, Intel Core i5, Black). Processor: Intel Core i5. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 3.33 kg. Price: ₹123012.0. Rating: 4.0 out of 5.",
LAP_ce39a826c0e2,HP,15-AY017TU,15-AY017TU,hp,"HP 15-AY017TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",,Intel Pentium Dual Core,,,4.0,1.6,,1TB,4.0,HDD,15.6,,,,,2.1,,,,,Windows 10,,,3,,0,0,,False,False,Yes,,4.0,Silver,,,,,,,22999.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_ce39a826c0e2,"Brand: HP. Model: 15-AY017TU. Product: HP 15-AY017TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch). Processor: Intel Pentium Dual Core. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹22999.0.",
LAP_92a037745448,Lenovo,IdeaPad 720S,720S,lenovo,"Lenovo Ideapad 720S Laptop (Windows 10, 12GB RAM, 256GB HDD, Intel Core i5, Platinum Grey, 13.3 inch)",IdeaPad,Intel Core i5 8250U,,,12.0,2.16,,256GB,12.0,HDD,13.3,,,,,3.0,,,,,Windows 10,,,3,,0,0,,False,False,,,,Platinum Grey,,,,,,,94980.0,3.7,23.0,26.0,0.0,9.0,9.0,57.0,laptop,LAP_92a037745448,"Brand: Lenovo. Model: IdeaPad 720S. Product: Lenovo Ideapad 720S Laptop (Windows 10, 12GB RAM, 256GB HDD, Intel Core i5, Platinum Grey, 13.3 inch). Processor: Intel Core i5 8250U. RAM: 12.0 GB. Storage capacity: 12.0 GB. Storage type: HDD. Screen size: 13.3 inches. Weight: 3.0 kg. Price: ₹94980.0. Rating: 3.7 out of 5.",
LAP_48471fee5f40,Lenovo,ThinkPad E575,E575,lenovo,"Lenovo Thinkpad E575 Laptop (8GB RAM, 500GB HDD, AMD Black, 15.6 inch)",ThinkPad,,,,8.0,2.4,,500GB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.3,307.34 x 159.00 x 25.00,307.34,159.0,25.0,,,,3,,0,0,,False,False,,,4.0,Black,,,,,,,96682.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_48471fee5f40,"Brand: Lenovo. Model: ThinkPad E575. Product: Lenovo Thinkpad E575 Laptop (8GB RAM, 500GB HDD, AMD Black, 15.6 inch). RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.3 kg. Price: ₹96682.0.",
LAP_3c77ee0c7123,Lenovo,V130-15IKB,V130-15IKB,lenovo,"Lenovo V130-15IKB Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,Intel Core i3 6006U,,,4.0,2.2,,1TB,4.0,HDD,15.6,,,,,2.1,,,,,DOS,,,3,,0,0,,False,False,,,,Black,,,,,,,28500.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_3c77ee0c7123,"Brand: Lenovo. Model: V130-15IKB. Product: Lenovo V130-15IKB Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch). Processor: Intel Core i3 6006U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹28500.0.",
LAP_49a6acda406c,HP,ProBook 440 G5-2SS93UT,440 G5-2SS93UT,hp,"HP 440 G5-2SS93UT Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch)",ProBook,Intel Core i3 7100U,,,4.0,2.4,,500GB,4.0,HDD,14.0,,,,,2.21,45.20 x 30.50 x 6.90,45.2,30.5,6.9,Windows 10,,,3,,0,0,,False,False,,,,Silver,,,,,,,62700.0,3.0,,0.0,0.0,100.0,0.0,0.0,laptop,LAP_49a6acda406c,"Brand: HP. Model: ProBook 440 G5-2SS93UT. Product: HP 440 G5-2SS93UT Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch). Processor: Intel Core i3 7100U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 14.0 inches. Weight: 2.21 kg. Price: ₹62700.0. Rating: 3.0 out of 5.",
LAP_12a251bc42db,HP,15-BW069NR,15-BW069NR,hp,"HP 15-BW069NR Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Purple)",,,,,4.0,2.16,,1TB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.05,380.00 x 254.00 x 24.00,380.0,254.0,24.0,Windows 10,802.11 b/g/n,,3,,0,0,,False,False,,,3.0,Purple,,,,,,,74406.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_12a251bc42db,"Brand: HP. Model: 15-BW069NR. Product: HP 15-BW069NR Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Purple). RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.05 kg. Price: ₹74406.0.",
LAP_82b33ef13b2d,Lenovo,ThinkPad T410,T410,lenovo,"Lenovo Thinkpad T410 Laptop (Windows 7, 4GB RAM, 128GB HDD, Intel Core i7, Black, 14.1 inch)",ThinkPad,Intel Core i7 620M,,,4.0,2.66,,128GB,4.0,HDD,14.0,,,,,2.1,333.50 x 32.00 x 9.41,333.5,32.0,9.41,Windows 7,802.11 a/b/g/n,,3,,0,0,,False,False,,,,Black,,,,,,,32500.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_82b33ef13b2d,"Brand: Lenovo. Model: ThinkPad T410. Product: Lenovo Thinkpad T410 Laptop (Windows 7, 4GB RAM, 128GB HDD, Intel Core i7, Black, 14.1 inch). Processor: Intel Core i7 620M. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 14.0 inches. Weight: 2.1 kg. Price: ₹32500.0.",
LAP_52401713ba45,Fujitsu,XBUY-U937-001,XBUY-U937-001,fujitsu,"Fujitsu XBUY-U937-001 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Red, 13.3 inch)",,Intel Core i5,,,8.0,2.16,,256GB,8.0,HDD,13.3,1920x1080 pixels,1920.0,1080.0,2073600.0,0.9,309.00 x 214.00 x 38.10,309.0,214.0,38.1,Windows 10,802.11 b/g/n,,3,,0,0,,False,False,,,,Red,,,,,,,105751.0,1.0,,100.0,0.0,0.0,0.0,0.0,laptop,LAP_52401713ba45,"Brand: Fujitsu. Model: XBUY-U937-001. Product: Fujitsu XBUY-U937-001 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Red, 13.3 inch). Processor: Intel Core i5. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 13.3 inches. Weight: 0.9 kg. Price: ₹105751.0. Rating: 1.0 out of 5.",
LAP_d8bb1ac1886a,Asus,NB X510UN-EJ330T,NB X510UN-EJ330T,asus,"Asus NB X510UN-EJ330T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Champagne, 15.6 inch)",,Intel Core i7 4500U,,,8.0,1.8,,1TB,8.0,HDD,15.6,,,,,2.78,50.90 x 30.60 x 6.60,50.9,30.6,6.6,Windows 10,,,3,,0,0,,False,False,,,2.0,Champagne,,,,,,,64990.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_d8bb1ac1886a,"Brand: Asus. Model: NB X510UN-EJ330T. Product: Asus NB X510UN-EJ330T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Champagne, 15.6 inch). Processor: Intel Core i7 4500U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.78 kg. Price: ₹64990.0.",
LAP_cec92afab17a,Lenovo,ThinkPad T460,T460,lenovo,"Lenovo Thinkpad T460 Laptop (8GB RAM, Intel Core i5, Black, 14 inch)",ThinkPad,Intel Core i5,,,8.0,2.16,,500GB,8.0,,14.0,,,,,1.72,335.28 x 345.44 x 20.00,335.28,345.44,20.0,Windows 10,,,3,,0,0,,False,False,,,3.0,Black,,,,,,,75000.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_cec92afab17a,"Brand: Lenovo. Model: ThinkPad T460. Product: Lenovo Thinkpad T460 Laptop (8GB RAM, Intel Core i5, Black, 14 inch). Processor: Intel Core i5. RAM: 8.0 GB. Storage capacity: 8.0 GB. Screen size: 14.0 inches. Weight: 1.72 kg. Price: ₹75000.0.",
LAP_5702a7fc814b,Dell,ChromeBook 3189,3189,dell,"Dell Chromebook 3189 Laptop (4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",ChromeBook,Intel Celeron Dual Core,,,4.0,2.16,,No,4.0,HDD,11.6,,,,,1.32,42.70 x 279.00 x 7.40,42.7,279.0,7.4,,802.11 b/g/n,,3,,0,0,,False,False,,,3.0,Black,,,,,,,47644.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_5702a7fc814b,"Brand: Dell. Model: ChromeBook 3189. Product: Dell Chromebook 3189 Laptop (4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch). Processor: Intel Celeron Dual Core. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Screen size: 11.6 inches. Weight: 1.32 kg. Price: ₹47644.0.",
LAP_41c3a0702835,HP,ProBook 650-G3,650-G3,hp,"HP Probook 650-G3 Laptop (8GB RAM, 500GB HDD, Intel Core i5, Black, 15.6 inch)",ProBook,Intel Core i5 7200U,,,8.0,2.16,,No,8.0,HDD,15.6,,,,,2.31,378.00 x 257.00 x 28.00,378.0,257.0,28.0,,802.11 b/g/n,,3,,0,0,,False,False,,,3.0,Black,,,,,,,160763.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_41c3a0702835,"Brand: HP. Model: ProBook 650-G3. Product: HP Probook 650-G3 Laptop (8GB RAM, 500GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.31 kg. Price: ₹160763.0.",
LAP_3fda0e5e4bbf,Dell,Latitude E7270,E7270,dell,"Dell Latitude E7270 Laptop (Windows 10 Pro, 8GB RAM, 128GB HDD, Intel Core i5, Black, 15.6 inch)",Latitude,Intel Core i5 6th Gen 6200U,,,8.0,2.3,,No,8.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.1,,,,,Windows 10 Professional,,,3,,0,0,,False,False,,,,Black,,,,,,,72000.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_3fda0e5e4bbf,"Brand: Dell. Model: Latitude E7270. Product: Dell Latitude E7270 Laptop (Windows 10 Pro, 8GB RAM, 128GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 6th Gen 6200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹72000.0.",
